"","Site","Time","NO","NO2","NOX","PM10","PM2.5","SOLR","WDIR","WSPD"
"1289","HR1","11/09/2012 06:00",1.8,13.5,16.2,5.2,4,365,135,1.1
"1290","HR1","11/09/2012 07:00",1.5,12.4,14.7,1.2,-1,345,138,1.1
"1291","HR1","11/09/2012 08:00",1.1,7.1,8.8,5,-3,634,146,1.3
"1292","HR1","11/09/2012 09:00",1,4.9,6.4,6.3,3,501,132,1.2
"1293","HR1","11/09/2012 10:00",1.1,5.5,7.2,2.4,4,726,135,1.1
"1294","HR1","11/09/2012 11:00",0.7,6.3,7.4,7.6,2,284,133,0.9
"1295","HR1","11/09/2012 12:00",0.7,4.4,5.5,7,1,197,140,1.4
"1296","HR1","11/09/2012 13:00",0.6,5.5,6.3,14.6,3,217,134,0.9
"1297","HR1","11/09/2012 14:00",0.5,6.8,7.6,8.1,-2,189,137,1.2
"1298","HR1","11/09/2012 15:00",0.6,8.2,9.1,5.7,2,32,144,0.9
"1299","HR1","11/09/2012 16:00",0.2,7.6,8,3.5,4,5,142,0.7
"1300","HR1","11/09/2012 17:00",0.3,11.8,12.3,12,0,5,144,0.8
"1301","HR1","11/09/2012 18:00",-0.1,18.3,18.1,9.6,5,5,144,0.8
"1302","HR1","11/09/2012 19:00",0.3,15.5,15.9,7.3,2,5,135,0.4
"1303","HR1","11/09/2012 20:00",0.3,12,12.5,7.1,3,5,145,0.7
"1304","HR1","11/09/2012 21:00",0.5,23.4,24.2,9.1,0,5,95,0.4
"1305","HR1","11/09/2012 22:00",0.2,22.8,23.1,7.9,9,5,77,0.3
"1306","HR1","11/09/2012 23:00",2.3,29.7,33.2,10.1,6,5,107,0.4
"1307","HR1","12/09/2012 00:00",1,30.5,32.1,7,3,5,90,0.4
"1308","HR1","12/09/2012 01:00",2.5,26.3,30.1,7.9,10,5,121,0.4
"1309","HR1","12/09/2012 02:00",2.4,25,28.8,6.3,6,5,95,0.5
"1310","HR1","12/09/2012 03:00",1.7,19.8,22.4,7.4,5,5,115,0.4
"1311","HR1","12/09/2012 04:00",3.7,28.7,34.3,5.3,4,5,115,0.4
"1312","HR1","12/09/2012 05:00",4.4,34.8,41.5,7.8,3,277,100,0.6
"1313","HR1","12/09/2012 06:00",13,36.2,56.2,14.7,6,325,121,0.7
"1314","HR1","12/09/2012 07:00",15.9,34.7,59,13.7,5,398,113,0.8
"1315","HR1","12/09/2012 08:00",8.5,29.5,42.5,17.5,4,260,105,0.8
"1316","HR1","12/09/2012 09:00",6.1,24.9,34.2,20.2,4,337,117,0.9
"1317","HR1","12/09/2012 10:00",2.2,16.4,19.8,13,5,546,117,0.9
"1318","HR1","12/09/2012 11:00",1.7,10,12.5,10.4,6,345,108,1
"1319","HR1","12/09/2012 12:00",1.6,7.9,10.3,9.8,-2,203,115,0.7
"1320","HR1","12/09/2012 13:00",0.6,6.7,7.6,8.2,7,217,110,1.2
"1321","HR1","12/09/2012 14:00",0.8,8.8,10,7,3,84,97,0.9
"1322","HR1","12/09/2012 15:00",1.1,9.4,11.1,11.1,6,28,104,0.8
"1323","HR1","12/09/2012 16:00",0.6,14,15,7.6,5,5,115,0.9
"1324","HR1","12/09/2012 17:00",0.6,18.3,19.2,8.3,3,5,113,0.7
"1325","HR1","12/09/2012 18:00",0.3,19.7,20.2,9.1,6,5,113,0.7
"1326","HR1","12/09/2012 19:00",0.5,10.7,11.5,7.5,-1,5,155,1
"1327","HR1","12/09/2012 21:00",0,12.4,12.4,11.1,3,5,147,0.8
"1328","HR1","12/09/2012 22:00",0.5,17.1,17.8,11.1,3,5,149,0.9
"1329","HR1","12/09/2012 23:00",0.5,17.4,18.2,8.8,4,5,154,0.9
"1330","HR1","13/09/2012 00:00",0.4,17.2,17.8,6.9,6,5,148,0.9
"1331","HR1","13/09/2012 01:00",0.5,16.7,17.6,8.9,3,5,138,0.6
"1332","HR1","13/09/2012 02:00",0.7,20.5,21.6,6.1,1,5,142,0.7
"1333","HR1","13/09/2012 03:00",0.8,23.2,24.4,6.7,2,5,147,0.8
"1334","HR1","13/09/2012 04:00",1.6,23.2,25.7,8.4,2,5,147,0.8
"1335","HR1","13/09/2012 05:00",2.8,24.9,29.1,9.1,11,303,151,1.1
"1336","HR1","13/09/2012 06:00",7.2,27.3,38.4,10.2,3,382,151,0.9
"1337","HR1","13/09/2012 07:00",13.5,31.6,52.3,9.3,8,541,136,0.9
"1338","HR1","13/09/2012 08:00",8.2,25.9,38.5,7.5,5,557,128,0.7
"1339","HR1","13/09/2012 09:00",5.1,15.7,23.6,9.1,10,607,120,0.9
"1340","HR1","13/09/2012 10:00",2.1,8,11.2,7.8,0,621,113,0.8
"1341","HR1","13/09/2012 11:00",1.3,7.6,9.6,14.7,5,558,121,0.9
"1342","HR1","13/09/2012 12:00",2.2,8.4,11.7,16.9,7,443,119,0.9
"1343","HR1","13/09/2012 13:00",1.8,10.3,13.1,21.8,10,303,129,0.8
"1344","HR1","13/09/2012 14:00",0.5,7,7.8,13.4,1,128,110,0.7
"1345","HR1","13/09/2012 15:00",0.4,9.4,10.1,16.5,8,43,108,0.7
"1346","HR1","13/09/2012 16:00",0.6,12.4,13.3,13,5,5,100,0.6
"1347","HR1","13/09/2012 17:00",0.2,20.1,20.5,14.8,3,5,93,0.6
"1348","HR1","13/09/2012 18:00",0.1,24.1,24.3,19.1,7,5,93,0.6
"1349","HR1","13/09/2012 19:00",0.6,33.2,34,15,6,5,95,1
"1350","HR1","13/09/2012 20:00",0.3,15.4,15.9,14.6,4,5,106,1
"1351","HR1","13/09/2012 21:00",0.3,8.3,8.8,8.3,2,5,113,1
"1352","HR1","13/09/2012 22:00",0,9.1,9.1,6.9,5,5,107,0.9
"1353","HR1","13/09/2012 23:00",0,7,7,8.6,2,5,103,0.9
"1354","HR1","14/09/2012 00:00",0,5.6,5.7,8.3,-1,5,109,0.9
"1355","HR1","14/09/2012 01:00",-0.1,3.6,3.3,9.3,-1,5,115,1
"1356","HR1","14/09/2012 02:00",0.1,3,3.1,7.2,-1,5,105,1.1
"1357","HR1","14/09/2012 03:00",-0.1,3.1,2.9,4.4,2,5,106,1
"1358","HR1","14/09/2012 04:00",0.1,4.4,4.6,5.6,5,5,106,1
"1359","HR1","14/09/2012 05:00",-0.1,6.8,6.6,7.3,3,123,107,1
"1360","HR1","14/09/2012 06:00",0.3,7.9,8.4,5.3,3,397,105,1.1
"1361","HR1","14/09/2012 07:00",1.2,13.7,15.5,7.1,6,209,101,1
"1362","HR1","14/09/2012 08:00",3,13.6,18.2,7.9,4,145,125,0.7
"1363","HR1","14/09/2012 09:00",2.5,13.3,17.1,10,7,377,143,1.5
"1364","HR1","14/09/2012 10:00",2.4,11,14.6,4,10,349,141,1.4
"1365","HR1","14/09/2012 11:00",1,5.3,6.8,4.5,4,348,147,1.3
"1366","HR1","14/09/2012 12:00",1,4.8,6.3,11.2,6,232,141,1.1
"1367","HR1","14/09/2012 13:00",0.4,5,5.6,12.4,4,220,144,1.3
"1368","HR1","14/09/2012 14:00",0.9,5.4,6.8,12.2,2,172,142,1.3
"1369","HR1","14/09/2012 15:00",0.8,5.9,7.1,11.7,5,26,140,1
"1370","HR1","14/09/2012 16:00",0.5,7.1,7.8,9.5,6,5,142,0.9
"1371","HR1","14/09/2012 17:00",0.6,10.5,11.4,10.4,5,5,140,0.8
"1372","HR1","14/09/2012 18:00",0.4,13.5,14.1,6.6,8,5,140,0.8
"1373","HR1","14/09/2012 19:00",0.2,17.5,17.7,9.3,7,5,125,0.5
"1374","HR1","14/09/2012 20:00",0.3,22.4,22.9,14.6,9,5,128,0.5
"1375","HR1","14/09/2012 21:00",0.7,20.4,21.6,13.5,12,5,95,0.6
"1376","HR1","14/09/2012 22:00",0.6,23.5,24.5,13.7,8,5,100,0.5
"1377","HR1","14/09/2012 23:00",1.1,18.8,20.5,13.9,4,5,109,0.5
"1378","HR1","15/09/2012 00:00",2.3,22.7,26.3,11.2,7,5,113,0.5
"1379","HR1","15/09/2012 01:00",1.7,25.2,27.8,9.2,12,5,125,0.5
"1380","HR1","15/09/2012 02:00",1.3,18.1,20.1,12,0,5,126,0.6
"1381","HR1","15/09/2012 03:00",1.3,18.6,20.6,9.9,4,5,120,0.5
"1382","HR1","15/09/2012 04:00",1,19.7,21.2,10.5,4,5,120,0.5
"1383","HR1","15/09/2012 05:00",3.3,26,31,9.1,8,248,111,0.5
"1384","HR1","15/09/2012 06:00",10,32.2,47.5,14.9,6,359,115,0.7
"1385","HR1","15/09/2012 07:00",9.4,24.7,39,15.4,7,492,124,0.8
"1386","HR1","15/09/2012 08:00",6.3,19,28.7,14.2,8,632,111,0.8
"1387","HR1","15/09/2012 09:00",4.2,15.3,21.7,22.5,8,551,104,1
"1388","HR1","15/09/2012 10:00",2.2,10.1,13.5,19.4,7,534,113,0.9
"1389","HR1","15/09/2012 11:00",1.7,8.4,10.9,22.3,10,442,98,1.1
"1390","HR1","15/09/2012 12:00",2.1,11.6,14.9,19.4,11,245,107,0.9
"1391","HR1","15/09/2012 13:00",0.9,7.9,9.3,24.3,13,128,105,0.8
"1392","HR1","15/09/2012 14:00",1,6.3,7.7,20.8,13,121,109,0.6
"1393","HR1","15/09/2012 15:00",0.5,11.2,11.9,19.6,13,55,114,0.7
"1394","HR1","15/09/2012 16:00",0.8,12.4,13.6,26,15,5,143,0.7
"1395","HR1","15/09/2012 17:00",0,11.7,11.7,18.4,9,5,147,0.7
"1396","HR1","15/09/2012 18:00",0.2,20.6,20.9,22.2,15,5,147,0.7
"1397","HR1","15/09/2012 19:00",0.3,20.9,21.3,27.9,20,5,157,0.4
"1398","HR1","15/09/2012 20:00",0.2,20.4,20.6,22.2,22,5,148,0.3
"1399","HR1","15/09/2012 21:00",3,39.4,44,18.1,15,5,83,0.4
"1400","HR1","15/09/2012 22:00",9.7,45.2,60.1,16.9,15,6,131,0.3
"1401","HR1","15/09/2012 23:00",13.3,41,61.4,16.2,9,6,73,0.3
"1402","HR1","16/09/2012 00:00",17,42.8,68.9,17.7,15,5,71,0.3
"1403","HR1","16/09/2012 01:00",13.8,36.9,58,21.9,16,6,99,0.3
"1404","HR1","16/09/2012 02:00",9.8,37.2,52.2,19.7,11,6,89,0.5
"1405","HR1","16/09/2012 03:00",9.4,34.7,49.1,16.3,16,6,96,0.4
"1406","HR1","16/09/2012 04:00",3.5,23.4,28.7,19.7,13,6,96,0.4
"1407","HR1","16/09/2012 05:00",0.7,20.1,21.1,15,5,83,103,0.7
"1408","HR1","16/09/2012 06:00",0.9,10.9,12.3,9,5,122,111,0.8
"1409","HR1","16/09/2012 07:00",0.8,8.1,9.3,2.9,2,168,112,0.7
"1410","HR1","16/09/2012 08:00",0.6,5.9,6.8,3.6,6,188,98,0.8
"1411","HR1","16/09/2012 09:00",0.5,7.6,8.4,4.8,-1,221,106,0.9
"1412","HR1","16/09/2012 10:00",0.7,5,6,3.4,-2,380,99,1.1
"1413","HR1","16/09/2012 11:00",0.5,5.3,6.1,3.1,5,494,96,1.4
"1414","HR1","16/09/2012 12:00",0.9,6.4,7.7,3.8,5,317,99,0.9
"1415","HR1","16/09/2012 13:00",1,5,6.5,4.8,6,229,98,1.1
"1416","HR1","16/09/2012 14:00",0.7,4.6,5.6,8.9,5,154,99,1.1
"1417","HR1","16/09/2012 15:00",0.7,5.2,6.3,7.7,4,40,112,0.7
"1418","HR1","16/09/2012 16:00",0.4,6.3,7,7.3,5,5,113,0.6
"1419","HR1","16/09/2012 17:00",-0.1,8.4,8.3,9,8,5,101,0.8
"1420","HR1","16/09/2012 18:00",0.3,11.4,11.8,4.9,5,5,101,0.8
"1421","HR1","16/09/2012 19:00",0.4,13.9,14.5,8.4,9,5,107,0.9
"1422","HR1","16/09/2012 20:00",0.2,17.8,18.1,7.8,1,5,107,0.7
"1423","HR1","16/09/2012 21:00",0.4,13.1,13.7,8.6,6,5,108,0.7
"1424","HR1","16/09/2012 22:00",0,10.4,10.5,8.2,3,5,95,0.6
"1425","HR1","16/09/2012 23:00",-0.1,7.1,7,7.5,3,5,101,0.6
"1426","HR1","17/09/2012 00:00",0.1,6.2,6.4,8.9,6,5,92,0.4
"1427","HR1","17/09/2012 01:00",-0.1,5.6,5.5,5.9,6,5,155,0.4
"1428","HR1","17/09/2012 02:00",1.3,10,12,7.1,3,5,104,0.3
"1429","HR1","17/09/2012 03:00",2,13.7,16.8,6.8,6,5,97,0.3
"1430","HR1","17/09/2012 04:00",1.4,17,19.2,6.2,6,5,97,0.3
"1431","HR1","17/09/2012 05:00",3.9,25.8,31.7,9.1,2,167,133,0.6
"1432","HR1","17/09/2012 06:00",12.3,30.5,49.4,15,5,264,119,0.8
"1433","HR1","17/09/2012 07:00",7.8,26.4,38.4,16.1,6,472,117,0.9
"1434","HR1","17/09/2012 08:00",3.2,12,17,5.1,9,580,114,0.9
"1435","HR1","17/09/2012 09:00",2,7.1,10.2,11.1,6,591,134,0.9
"1436","HR1","17/09/2012 10:00",1.8,7.8,10.5,8.8,4,502,126,0.9
"1437","HR1","17/09/2012 11:00",1.5,8.1,10.4,15.3,5,292,114,1
"1438","HR1","17/09/2012 12:00",1.1,6.7,8.4,15.9,5,188,126,0.9
"1439","HR1","17/09/2012 13:00",0.6,6.5,7.5,16.3,7,73,139,0.9
"1440","HR1","17/09/2012 14:00",0.5,7.9,8.7,15,1,71,139,0.6
"1441","HR1","17/09/2012 15:00",0.7,10,11.1,12.6,2,41,102,0.6
"1442","HR1","17/09/2012 16:00",1.1,16.3,18.1,12.2,7,5,100,0.8
"1443","HR1","17/09/2012 17:00",0.6,20.1,21.1,14.5,6,5,104,0.6
"1444","HR1","17/09/2012 18:00",0.1,19.4,19.6,11.2,7,5,104,0.6
"1445","HR1","17/09/2012 19:00",0.2,28.6,29,22.4,8,5,114,0.6
"1446","HR1","17/09/2012 20:00",0.1,13.8,14,8.6,7,5,93,0.8
"1447","HR1","17/09/2012 21:00",0.4,12.4,12.9,14.6,6,5,111,0.7
"1448","HR1","17/09/2012 22:00",0.3,10.2,10.6,11.8,5,5,101,0.6
"1449","HR1","17/09/2012 23:00",0.1,6.4,6.7,6.5,2,5,116,0.7
"1450","HR1","18/09/2012 00:00",-0.2,6.5,6.2,9.3,0,5,102,0.5
"1451","HR1","18/09/2012 01:00",0.1,5.7,5.9,5.8,5,5,115,0.6
"1452","HR1","18/09/2012 02:00",0.3,8,8.4,8.5,-2,5,123,0.6
"1453","HR1","18/09/2012 03:00",0.3,7.5,7.9,7.6,6,5,119,0.5
"1454","HR1","18/09/2012 04:00",0.3,9.1,9.5,4.5,2,5,119,0.5
"1455","HR1","18/09/2012 05:00",0.7,14.8,15.9,4.7,1,156,120,0.8
"1456","HR1","18/09/2012 06:00",3.2,24.5,29.4,8.2,5,398,131,1
"1457","HR1","18/09/2012 07:00",6.8,24.6,35,8.3,10,273,139,1.2
"1458","HR1","18/09/2012 08:00",4.4,13.5,20.2,4.5,2,609,137,1.1
"1459","HR1","18/09/2012 09:00",1.5,7.8,10.1,11.8,2,407,146,1.2
"1460","HR1","18/09/2012 10:00",1.1,6,7.7,8.4,2,326,145,1.2
"1461","HR1","18/09/2012 11:00",0.9,4.8,6.3,10.9,5,273,139,1.1
"1462","HR1","18/09/2012 12:00",1.3,5.6,7.6,5.1,2,190,147,1
"1463","HR1","18/09/2012 13:00",0.6,5.2,6,17.2,2,334,147,1.2
"1464","HR1","18/09/2012 14:00",1,7.8,9.3,11.7,4,187,144,1
"1465","HR1","18/09/2012 15:00",0.9,8.3,9.7,2.2,1,19,143,1
"1466","HR1","18/09/2012 16:00",0.7,8.2,9.3,3.5,9,5,146,1
"1467","HR1","18/09/2012 17:00",0.1,11.1,11.3,5.4,3,5,142,1
"1468","HR1","18/09/2012 18:00",-0.2,13.7,13.5,10.6,5,5,142,1
"1469","HR1","18/09/2012 19:00",0.5,12.5,13.3,7.5,6,5,147,0.7
"1470","HR1","18/09/2012 20:00",0.6,8.9,9.9,1.2,4,5,143,0.6
"1471","HR1","18/09/2012 21:00",0.3,14.1,14.5,3.8,9,5,139,0.6
"1472","HR1","18/09/2012 22:00",0.4,12.7,13.3,5,2,5,142,0.8
"1473","HR1","18/09/2012 23:00",0.3,13.2,13.6,3.1,2,5,141,0.8
"1474","HR1","19/09/2012 00:00",0.3,8.2,8.7,3.9,1,5,140,0.8
"1475","HR1","19/09/2012 01:00",0.2,6.5,6.9,6.3,7,5,142,0.8
"1476","HR1","19/09/2012 02:00",0.3,6.5,7,4.3,5,5,132,0.6
"1477","HR1","19/09/2012 03:00",0.4,9.9,10.6,4,5,5,128,0.5
"1478","HR1","19/09/2012 04:00",0.6,14,14.9,4.7,1,5,128,0.5
"1479","HR1","19/09/2012 05:00",4.4,37.6,44.4,3.3,2,249,110,0.6
"1480","HR1","19/09/2012 06:00",12,37.9,56.4,9.5,3,392,136,0.9
"1481","HR1","19/09/2012 07:00",19.2,39.5,68.9,24.4,18,513,142,1
"1482","HR1","19/09/2012 08:00",5.9,15.6,24.7,6.3,6,585,137,1.1
"1483","HR1","19/09/2012 09:00",1.7,7.1,9.7,10.9,-1,496,136,1.1
"1484","HR1","19/09/2012 10:00",1.3,5.6,7.5,10.1,4,355,140,1.1
"1485","HR1","19/09/2012 11:00",1,5.4,6.9,9.7,6,247,140,1
"1486","HR1","19/09/2012 12:00",1,5,6.5,11.9,7,234,134,0.8
"1487","HR1","19/09/2012 13:00",0.7,5.1,6.1,6.8,4,223,137,0.7
"1488","HR1","19/09/2012 14:00",0.9,7.5,8.9,13,4,84,142,0.9
"1489","HR1","19/09/2012 15:00",0.8,10.4,11.7,9.2,2,22,139,0.9
"1490","HR1","19/09/2012 16:00",0.9,15.8,17.1,9.1,4,5,136,0.6
"1491","HR1","19/09/2012 17:00",0.4,15.7,16.3,5.9,3,5,141,0.6
"1492","HR1","19/09/2012 18:00",0.3,24.3,24.7,7.1,2,5,141,0.6
"1493","HR1","19/09/2012 19:00",0.5,29.2,30,7.8,6,5,104,0.4
"1494","HR1","19/09/2012 20:00",0.3,31.5,32,10.7,8,5,125,0.4
"1495","HR1","19/09/2012 21:00",1.1,33.7,35.4,9.9,-1,5,93,0.4
"1496","HR1","19/09/2012 22:00",2.2,42.1,45.5,9.5,6,5,108,0.4
"1497","HR1","19/09/2012 23:00",4.5,48.8,55.6,12.1,8,5,94,0.4
"1498","HR1","20/09/2012 00:00",4.3,49,55.7,9.9,5,5,131,0.3
"1499","HR1","20/09/2012 01:00",13.8,54.6,75.8,9.1,5,5,100,0.3
"1500","HR1","20/09/2012 02:00",8.4,49.1,61.9,14.6,6,5,107,0.3
"1501","HR1","20/09/2012 03:00",7,53.1,63.9,11.4,9,5,111,0.3
"1502","HR1","20/09/2012 04:00",13.1,47.7,67.8,10.2,5,5,111,0.3
"1503","HR1","20/09/2012 05:00",34,45.3,97.4,11.4,10,148,100,0.5
"1504","HR1","20/09/2012 06:00",61.3,53.9,147.8,21.5,11,292,99,0.7
"1505","HR1","20/09/2012 07:00",52.7,57.3,138.10001,30,12,358,113,0.8
"1506","HR1","20/09/2012 08:00",9.2,30.5,44.5,11.1,-2,465,100,0.9
"1507","HR1","20/09/2012 09:00",3.6,16.5,22,7.6,6,520,110,1.1
"1508","HR1","20/09/2012 10:00",2.8,12.9,17.2,8.1,9,481,114,1
"1509","HR1","20/09/2012 12:00",0.7,7.8,8.9,12.5,4,131,98,0.8
"1510","HR1","20/09/2012 13:00",0.1,9,9.2,7.1,1,99,127,0.6
"1511","HR1","20/09/2012 14:00",0.6,11.1,12.1,5.6,1,84,96,1
"1512","HR1","20/09/2012 15:00",1.2,15.1,16.9,11.3,1,19,94,0.7
"1513","HR1","20/09/2012 16:00",1.7,28.3,30.9,11.4,5,5,100,0.6
"1514","HR1","20/09/2012 17:00",0.8,22.3,23.6,8.4,0,5,95,0.7
"1515","HR1","20/09/2012 18:00",0.6,36.6,37.5,11,6,5,95,0.7
"1516","HR1","20/09/2012 19:00",0.1,41.8,41.9,10.7,4,5,100,0.6
"1517","HR1","20/09/2012 20:00",1.8,60.7,63.4,12.2,8,5,93,0.4
"1518","HR1","20/09/2012 21:00",0.9,51.4,52.8,11.4,3,5,96,0.4
"1519","HR1","20/09/2012 22:00",0.9,46.8,48.2,12.9,8,5,69,0.3
"1520","HR1","20/09/2012 23:00",4.5,55.6,62.5,13.6,9,5,89,0.3
"1521","HR1","21/09/2012 00:00",2.6,43.8,47.7,11.8,9,5,78,0.3
"1522","HR1","21/09/2012 01:00",2.4,42.9,46.5,11.4,11,5,94,0.4
"1523","HR1","21/09/2012 02:00",2.4,41,44.7,11.8,6,5,97,0.4
"1524","HR1","21/09/2012 03:00",1.7,41.8,44.4,10.3,7,5,139,0.3
"1525","HR1","21/09/2012 04:00",7,51.2,61.9,12.6,6,5,139,0.3
"1526","HR1","21/09/2012 05:00",16.7,51.6,77.2,13.3,12,116,101,0.5
"1527","HR1","21/09/2012 06:00",37.6,54.9,112.5,17.4,12,178,105,0.6
"1528","HR1","21/09/2012 07:00",45.6,61.2,131.10001,20.8,13,250,111,0.6
"1529","HR1","21/09/2012 08:00",16.2,50.8,75.7,16,12,216,103,0.7
"1530","HR1","21/09/2012 09:00",10.1,37.9,53.3,17.9,10,151,113,0.6
"1531","HR1","21/09/2012 10:00",3.4,23.2,28.5,9.8,8,311,121,0.8
"1532","HR1","21/09/2012 11:00",3.4,22.6,27.8,22.3,5,259,119,0.6
"1533","HR1","21/09/2012 12:00",6.1,27.2,36.6,17.4,12,273,130,0.7
"1534","HR1","21/09/2012 13:00",4.5,22.3,29.2,18.2,4,214,123,0.7
"1535","HR1","21/09/2012 14:00",2.8,16.1,20.4,16.2,10,8,150,0.8
"1536","HR1","21/09/2012 15:00",2.8,20.8,25,13.2,12,12,61,0.8
